text_id,text_length,entity,label,confidence,start,end
EL009_L_1958_11_028_03_1_PF_06,6629,Charles de GAULLE,PER,0.9819484,290,307
EL009_L_1958_11_028_03_1_PF_06,6629,BEAUCE,LOC,0.7584958,1795,1801
EL009_L_1958_11_028_03_1_PF_06,6629,PERCHE,LOC,0.86063004,1808,1814
EL009_L_1958_11_028_03_1_PF_06,6629,Fédération Nationale des Syndicats et Exploitants Agricoles,ORG,0.6712533,2135,2194
EL009_L_1958_11_028_03_1_PF_06,6629,France,LOC,0.69904757,2628,2634
EL009_L_1958_11_028_03_1_PF_06,6629,IVème République,ORG,0.7022634,4435,4451
EL009_L_1958_11_028_03_1_PF_06,6629,Union Nationale des Associations Familiales,ORG,0.70458734,4671,4714
EL009_L_1958_11_028_03_1_PF_06,6629,Général de GAULLE,PER,0.9337534,5926,5943
EL009_L_1958_11_028_03_1_PF_06,6629,François A. de MONTFORT,PER,0.9341656,6320,6343
EL009_L_1958_11_028_03_1_PF_06,6629,Union pour la Nouvelle République,ORG,0.85478956,6401,6434
EL009_L_1958_11_028_03_1_PF_06,6629,Guy CHESNEAU,PER,0.87917316,6515,6527
EL027_L_1962_11_028_03_1_PF_03,9540,1962,ORG,0.666643,41,45
EL027_L_1962_11_028_03_1_PF_03,9540,Circonscription d' Eure et Loir,LOC,0.72196025,57,87
EL027_L_1962_11_028_03_1_PF_03,9540,François de MONTFORT,PER,0.97474605,89,109
EL027_L_1962_11_028_03_1_PF_03,9540,Châteaudun,LOC,0.84351003,229,239
EL027_L_1962_11_028_03_1_PF_03,9540,DUNOIS,LOC,0.76797915,320,326
EL027_L_1962_11_028_03_1_PF_03,9540,BEAUCE,LOC,0.85323596,334,340
EL027_L_1962_11_028_03_1_PF_03,9540,PERCHE,LOC,0.824879,347,353
EL027_L_1962_11_028_03_1_PF_03,9540,Eure et Loir,LOC,0.7846885,591,603
EL027_L_1962_11_028_03_1_PF_03,9540,Eure et Loir,LOC,0.74150765,1798,1810
EL027_L_1962_11_028_03_1_PF_03,9540,IVe République,ORG,0.80511373,2794,2808
EL027_L_1962_11_028_03_1_PF_03,9540,Fidel Castro,PER,0.9507194,8807,8819
EL027_L_1962_11_028_03_1_PF_03,9540,Kroutchev,PER,0.8407426,8826,8835
EL027_L_1962_11_028_03_1_PF_03,9540,Alger,LOC,0.7584832,9020,9025
EL027_L_1962_11_028_03_1_PF_03,9540,Oran,LOC,0.68478864,9031,9035
EL027_L_1962_11_028_03_1_PF_03,9540,François de MONTFORT,PER,0.88605994,9487,9507
EL027_L_1962_11_028_03_1_PF_03,9540,Nogent le Rotrou,LOC,0.99062437,9524,9540
EL066_L_1973_03_041_02_1_PF_06,7561,Loir et Cher,LOC,0.9170443,19,31
EL066_L_1973_03_041_02_1_PF_06,7561,Circonscription de ROMORANTIN,LOC,0.7300164,34,63
EL066_L_1973_03_041_02_1_PF_06,7561,Jean AUGER,PER,0.9269204,107,117
EL066_L_1973_03_041_02_1_PF_06,7561,Parti Communiste Français,ORG,0.98062867,229,254
EL066_L_1973_03_041_02_1_PF_06,7561,Union Populaire et la Victoire du Programme Commun,ORG,0.779539,262,312
EL066_L_1973_03_041_02_1_PF_06,7561,Bernard PAUMIER,PER,0.97068393,320,335
EL066_L_1973_03_041_02_1_PF_06,7561,Chémery,LOC,0.89592594,346,353
EL066_L_1973_03_041_02_1_PF_06,7561,Communi,ORG,0.6864098,1037,1044
EL066_L_1973_03_041_02_1_PF_06,7561,PCF,ORG,0.918379,6975,6978
EL066_L_1973_03_041_02_1_PF_06,7561,Jean AUGER,PER,0.9303891,7383,7393
EL066_L_1973_03_041_02_1_PF_06,7561,Parti Communiste Français,ORG,0.66405004,7407,7432
EL066_L_1973_03_041_02_1_PF_06,7561,Union Populaire et la Victoire du Programme Commun,ORG,0.89302593,7440,7490
EL066_L_1973_03_041_02_1_PF_06,7561,Bernard PAUMIER,PER,0.82721233,7505,7520
EL103_L_1978_03_041_02_1_PF_04,6943,12,ORG,0.86753905,30,32
EL103_L_1978_03_041_02_1_PF_04,6943,1978,ORG,0.6544157,38,42
EL103_L_1978_03_041_02_1_PF_04,6943,Claude BEDU,PER,0.88914335,88,99
EL103_L_1978_03_041_02_1_PF_04,6943,Lutte Ouvriere,ORG,0.95519924,155,171
EL103_L_1978_03_041_02_1_PF_04,6943,Elisabeth CHANTEFORT,PER,0.91125107,188,208
EL103_L_1978_03_041_02_1_PF_04,6943,LUTTE OUVRIERE,ORG,0.9509779,276,290
EL103_L_1978_03_041_02_1_PF_04,6943,Arlette LAGUILLER,PER,0.9918527,535,552
EL103_L_1978_03_041_02_1_PF_04,6943,CHIRAC,ORG,0.682297,1616,1622
EL103_L_1978_03_041_02_1_PF_04,6943,Parti Socialiste,ORG,0.67137223,2561,2577
EL103_L_1978_03_041_02_1_PF_04,6943,BARRE,ORG,0.6742984,3951,3956
EL103_L_1978_03_041_02_1_PF_04,6943,CHIRAC,ORG,0.81108546,3964,3970
EL103_L_1978_03_041_02_1_PF_04,6943,RAND,ORG,0.69050926,4816,4820
EL103_L_1978_03_041_02_1_PF_04,6943,Mitterrand,PER,0.7061502,5641,5651
EL103_L_1978_03_041_02_1_PF_04,6943,Marchais,PER,0.76805675,5658,5666
EL103_L_1978_03_041_02_1_PF_04,6943,MITTERRAND,ORG,0.6738801,6656,6666
EL103_L_1978_03_041_02_1_PF_04,6943,Arlette LAGUILLER,PER,0.9821709,6894,6911
EL135_L_1981_06_041_01_1_PF_04,9362,RÉPUBLIQUE FRANÇAISE,ORG,0.91841125,2,22
EL135_L_1981_06_041_01_1_PF_04,9362,1981,ORG,0.8260352,92,96
EL135_L_1981_06_041_01_1_PF_04,9362,Jacques BIMBENET,PER,0.80513906,893,909
EL135_L_1981_06_041_01_1_PF_04,9362,Général de Gaulle,PER,0.9761119,1405,1422
EL135_L_1981_06_041_01_1_PF_04,9362,Georges Pompidou,PER,0.96949655,1429,1445
EL135_L_1981_06_041_01_1_PF_04,9362,Dordogne,LOC,0.85644907,1499,1507
EL135_L_1981_06_041_01_1_PF_04,9362,Loir et Cher,LOC,0.93896705,1532,1544
EL135_L_1981_06_041_01_1_PF_04,9362,Président de la République,PER,0.7764435,8840,8866
EL135_L_1981_06_041_01_1_PF_04,9362,GÉRARD BELORGEY,PER,0.99431676,9298,9313
EL135_L_1981_06_041_01_1_PF_04,9362,JACQUES BIMBENET,PER,0.937352,9316,9332
EL135_L_1981_06_041_01_1_PF_04,9362,IMP. J. ROLLIN BLOIS,PER,0.9598972,9340,9362
EL028_L_1962_11_041_03_1_PF_04,6137,RÉPUBLIQUE FRANÇAISE DÉPARTEMENT DE LOIR ET CHER,ORG,0.9345856,3,53
EL028_L_1962_11_041_03_1_PF_04,6137,Élections à l' Assemblée Nationale du 18 Novembre 1962,ORG,0.89350206,55,108
EL028_L_1962_11_041_03_1_PF_04,6137,JEAN BIDAULT,PER,0.6716924,3490,3502
EL028_L_1962_11_041_03_1_PF_04,6137,Docteur Jacques FESSARD,PER,0.75387454,3526,3549
EL028_L_1962_11_041_03_1_PF_04,6137,Georges DUHAMEL,PER,0.8826968,3739,3754
EL028_L_1962_11_041_03_1_PF_04,6137,BIDAULT,PER,0.6589338,4054,4061
EL028_L_1962_11_041_03_1_PF_04,6137,JEAN BIDAULT,PER,0.86896145,4352,4364
EL028_L_1962_11_041_03_1_PF_04,6137,Collège de Juilly,LOC,0.69028515,4459,4476
EL028_L_1962_11_041_03_1_PF_04,6137,Lycée Louis le Grand,LOC,0.96029395,4500,4520
EL028_L_1962_11_041_03_1_PF_04,6137,Marcel GRIAULE,PER,0.9842601,4854,4868
EL028_L_1962_11_041_03_1_PF_04,6137,JEAN BIDAULT,PER,0.68664634,5223,5235
EL028_L_1962_11_041_03_1_PF_04,6137,Céphalonie,LOC,0.70500976,5356,5366
EL028_L_1962_11_041_03_1_PF_04,6137,JEAN BIDAULT,PER,0.7724216,5398,5410
EL028_L_1962_11_041_03_1_PF_04,6137,Blois,LOC,0.8413864,6132,6137
EL048_L_1968_06_041_01_1_PF_04,3699,RÉPUBLIQUE FRANÇAISE,ORG,0.9445239,2,22
EL048_L_1968_06_041_01_1_PF_04,3699,Jean BILLEAU,PER,0.9459794,129,141
EL048_L_1968_06_041_01_1_PF_04,3699,Parti Socialiste Unifié,ORG,0.9741945,188,211
EL048_L_1968_06_041_01_1_PF_04,3699,Georges HENNARD,PER,0.7622392,235,250
EL048_L_1968_06_041_01_1_PF_04,3699,PSU,ORG,0.8538648,813,816
EL048_L_1968_06_041_01_1_PF_04,3699,Jean BILLEAU,PER,0.7239481,2009,2021
EL048_L_1968_06_041_01_1_PF_04,3699,Blois,LOC,0.67562985,2049,2054
EL048_L_1968_06_041_01_1_PF_04,3699,Georges HENNARD,PER,0.70981663,2394,2409
EL048_L_1968_06_041_01_1_PF_04,3699,Jean BILLEAU,PER,0.7966243,3611,3623
EL048_L_1968_06_041_01_1_PF_04,3699,PSU,ORG,0.8691727,3647,3650
EL135_L_1981_06_041_01_1_PF_01,3770,RÉPUBLIQUE FRANÇAISE,ORG,0.91403604,4,24
EL135_L_1981_06_041_01_1_PF_01,3770,UDF RPR,ORG,0.9362459,160,171
EL135_L_1981_06_041_01_1_PF_01,3770,JACQUES BLOT,PER,0.91893995,175,187
EL135_L_1981_06_041_01_1_PF_01,3770,Blois,LOC,0.77971923,1789,1794
EL135_L_1981_06_041_01_1_PF_01,3770,Blois,LOC,0.89927757,1912,1917
EL135_L_1981_06_041_01_1_PF_01,3770,Beauce,LOC,0.93450105,1925,1931
EL135_L_1981_06_041_01_1_PF_01,3770,Sologne,LOC,0.8992741,1941,1948
EL135_L_1981_06_041_01_1_PF_01,3770,Cher,LOC,0.8327797,1965,1969
EL135_L_1981_06_041_01_1_PF_01,3770,Loire,LOC,0.79791194,1979,1984
EL135_L_1981_06_041_01_1_PF_01,3770,Vineuil,LOC,0.9401723,2462,2469
EL135_L_1981_06_041_01_1_PF_01,3770,Blois,LOC,0.74876326,2534,2539
EL135_L_1981_06_041_01_1_PF_01,3770,Vineuil,LOC,0.8570415,2614,2621
EL135_L_1981_06_041_01_1_PF_01,3770,Blois,LOC,0.84394467,2627,2632
EL135_L_1981_06_041_01_1_PF_01,3770,Paris,LOC,0.8153213,2681,2686
EL135_L_1981_06_041_01_1_PF_01,3770,Sciences Po,ORG,0.8408512,2753,2764
EL135_L_1981_06_041_01_1_PF_01,3770,Blois,LOC,0.87236375,3326,3331
EL135_L_1981_06_041_01_1_PF_01,3770,Averdon,LOC,0.6662545,3476,3483
EL135_L_1981_06_041_01_2_PF_01,3886,RÉPUBLIQUE FRANÇAISE DÉPARTEMENT DE LOIR ET CHER,ORG,0.7611527,4,54
EL135_L_1981_06_041_01_2_PF_01,3886,UDF RPR,ORG,0.91270036,185,194
EL135_L_1981_06_041_01_2_PF_01,3886,Jacques BLOT,PER,0.9433096,198,210
EL135_L_1981_06_041_01_2_PF_01,3886,Blois,LOC,0.8196981,1709,1714
EL135_L_1981_06_041_01_2_PF_01,3886,Blois,LOC,0.8537812,1839,1844
EL135_L_1981_06_041_01_2_PF_01,3886,Beauce,LOC,0.93721676,1852,1858
EL135_L_1981_06_041_01_2_PF_01,3886,Sologne,LOC,0.87929296,1868,1875
EL135_L_1981_06_041_01_2_PF_01,3886,Cher,LOC,0.90810794,1892,1896
EL135_L_1981_06_041_01_2_PF_01,3886,Loire,LOC,0.8983905,1906,1911
EL135_L_1981_06_041_01_2_PF_01,3886,Vineuil,LOC,0.9231891,2524,2531
EL135_L_1981_06_041_01_2_PF_01,3886,Blois,LOC,0.7939426,2596,2601
EL135_L_1981_06_041_01_2_PF_01,3886,Vineuil,LOC,0.78240865,2674,2681
EL135_L_1981_06_041_01_2_PF_01,3886,Blois,LOC,0.8552871,2687,2692
EL135_L_1981_06_041_01_2_PF_01,3886,Paris,LOC,0.788432,2741,2746
EL135_L_1981_06_041_01_2_PF_01,3886,Sciences Po,ORG,0.80138505,2813,2824
EL135_L_1981_06_041_01_2_PF_01,3886,Blois,LOC,0.84146583,3379,3384
EL009_L_1958_11_028_03_2_PF_01,2925,Henri Bonnet,PER,0.8387428,46,58
EL009_L_1958_11_028_03_2_PF_01,2925,Châteaudun,LOC,0.8878762,109,119
EL009_L_1958_11_028_03_2_PF_01,2925,Emile DELAVALLÉE,PER,0.9104471,255,271
EL009_L_1958_11_028_03_2_PF_01,2925,Châteaudun,LOC,0.96846,1719,1729
EL009_L_1958_11_028_03_2_PF_01,2925,Construction européenne,ORG,0.88495827,2639,2662
EL009_L_1958_11_028_03_2_PF_01,2925,Henri BONNET,PER,0.92630607,2849,2861
EL009_L_1958_11_028_03_2_PF_01,2925,Nogent le Rotrou,LOC,0.9835607,2901,2917
EL009_L_1958_11_028_03_1_PF_07,4287,Henri BONNET,PER,0.8058009,46,58
EL009_L_1958_11_028_03_1_PF_07,4287,Châteaudun,LOC,0.8470706,68,78
EL009_L_1958_11_028_03_1_PF_07,4287,de Gaulle,PER,0.9790467,565,574
EL009_L_1958_11_028_03_1_PF_07,4287,Eure et Loir,LOC,0.7047164,4159,4171
EL009_L_1958_11_028_03_1_PF_07,4287,Henri BONNET,PER,0.8935217,4213,4225
EL009_L_1958_11_028_03_1_PF_07,4287,Nogent le Rotrou,LOC,0.9735376,4263,4279
EL066_L_1973_03_041_02_1_PF_03,2749,Sologne,LOC,0.913712,173,180
EL066_L_1973_03_041_02_1_PF_03,2749,Sologne,LOC,0.7741375,246,253
EL066_L_1973_03_041_02_1_PF_03,2749,J. M. BOUCHER,PER,0.68833524,2691,2704
EL066_L_1973_03_041_02_1_PF_03,2749,Jack TERRIER,PER,0.9885961,2726,2738
EL009_L_1958_11_028_02_1_PF_05,3865,REPUBLIQUE FRANÇAISE,ORG,0.9791641,3,23
EL009_L_1958_11_028_02_1_PF_05,3865,DEPARTEMENT D' EURE ET LOIR,ORG,0.8258658,25,51
EL009_L_1958_11_028_02_1_PF_05,3865,République,ORG,0.7467026,1076,1086
EL009_L_1958_11_028_02_1_PF_05,3865,général de Gaulle,PER,0.8914364,1199,1216
EL009_L_1958_11_028_02_1_PF_05,3865,Syrie,LOC,0.78342575,2247,2252
EL009_L_1958_11_028_02_1_PF_05,3865,Liban,LOC,0.84843874,2257,2262
EL009_L_1958_11_028_02_1_PF_05,3865,Inde,LOC,0.75138175,2289,2293
EL009_L_1958_11_028_02_1_PF_05,3865,Indochine,LOC,0.97475314,2300,2309
EL009_L_1958_11_028_02_1_PF_05,3865,Maroc,LOC,0.91805005,2314,2319
EL009_L_1958_11_028_02_1_PF_05,3865,Tunisie,LOC,0.8817196,2329,2336
EL009_L_1958_11_028_02_1_PF_05,3865,Pinay,PER,0.82077825,2746,2751
EL009_L_1958_11_028_02_1_PF_05,3865,Union des Braves gens,ORG,0.7847081,3425,3446
EL009_L_1958_11_028_02_1_PF_05,3865,Anet,LOC,0.95732987,3558,3562
EL009_L_1958_11_028_02_1_PF_05,3865,Pierre Poujade,PER,0.95280284,3667,3681
EL009_L_1958_11_028_02_1_PF_05,3865,Union pour le SALUT,ORG,0.7340672,3716,3735
EL009_L_1958_11_028_02_1_PF_05,3865,Anet,LOC,0.916296,3791,3795
EL135_L_1981_06_041_02_1_PF_02,4765,RÉPUBLIQUE FRANÇAISE,ORG,0.97558194,4,24
EL135_L_1981_06_041_02_1_PF_02,4765,Jean Claude BOURGAIT,PER,0.9951748,145,165
EL135_L_1981_06_041_02_1_PF_02,4765,Jean Claude BOURGAIT,PER,0.97938174,4566,4586
EL135_L_1981_06_041_02_1_PF_02,4765,PRUNIERS EN SOLOGNE,LOC,0.89402705,4597,4616
EL135_L_1981_06_041_02_1_PF_02,4765,Albert BERBIER,PER,0.9360805,4690,4704
EL066_L_1973_03_041_03_1_PF_04,7471,RÉPUBLIQUE FRANÇAISE DÉPARTEMENT DE LOIR ET CHER,ORG,0.7959757,4,54
EL066_L_1973_03_041_03_1_PF_04,7471,Parti Communiste,ORG,0.9655945,303,319
EL066_L_1973_03_041_03_1_PF_04,7471,Raymond Hamel,PER,0.94770074,345,358
EL066_L_1973_03_041_03_1_PF_04,7471,U. D. R,ORG,0.8302845,1053,1058
EL066_L_1973_03_041_03_1_PF_04,7471,Vendôme,LOC,0.9808873,3702,3709
EL066_L_1973_03_041_03_1_PF_04,7471,Vendôme,LOC,0.9327536,3814,3821
EL066_L_1973_03_041_03_1_PF_04,7471,Claude BRETON,PER,0.7631159,7288,7301
EL066_L_1973_03_041_03_1_PF_04,7471,Parti Communiste,ORG,0.79706687,7315,7331
EL066_L_1973_03_041_03_1_PF_04,7471,Union Populaire,ORG,0.69089806,7339,7354
EL066_L_1973_03_041_03_1_PF_04,7471,Programme commun,ORG,0.8372209,7373,7389
EL066_L_1973_03_041_03_1_PF_04,7471,Raymond HAMEL,PER,0.97156906,7414,7427
EL066_L_1973_03_041_03_1_PF_04,7471,IMP. S. LEMBEYE VENDÔME,PER,0.84690684,7446,7471
EL010_L_1958_11_041_02_1_PF_04,6537,RÉPUBLIQUE FRANÇAISE,ORG,0.93632376,4,24
EL010_L_1958_11_041_02_1_PF_04,6537,DÉ,ORG,0.66949165,27,29
EL010_L_1958_11_041_02_1_PF_04,6537,LOIR ET CHER,ORG,0.68224174,42,54
EL010_L_1958_11_041_02_1_PF_04,6537,Général de Gaulle,PER,0.7917438,926,943
EL010_L_1958_11_041_02_1_PF_04,6537,Coty,PER,0.8807159,1068,1072
EL010_L_1958_11_041_02_1_PF_04,6537,Général de Gaulle,PER,0.77565295,1536,1553
EL010_L_1958_11_041_02_1_PF_04,6537,Loire,LOC,0.6927771,1947,1952
EL010_L_1958_11_041_02_1_PF_04,6537,Dunkerque,LOC,0.8456092,1968,1977
EL010_L_1958_11_041_02_1_PF_04,6537,Angleterre,LOC,0.8159597,1983,1993
EL010_L_1958_11_041_02_1_PF_04,6537,Paris,LOC,0.8029866,2006,2011
EL010_L_1958_11_041_02_1_PF_04,6537,Général de Gaulle,PER,0.7648723,2085,2103
EL010_L_1958_11_041_02_1_PF_04,6537,Marseille,LOC,0.7618777,2341,2350
EL010_L_1958_11_041_02_1_PF_04,6537,Gestapo,ORG,0.7624331,2358,2365
EL010_L_1958_11_041_02_1_PF_04,6537,Loir et Cher,LOC,0.81912553,2757,2769
EL010_L_1958_11_041_02_1_PF_04,6537,Sologne,LOC,0.7479472,2828,2835
EL010_L_1958_11_041_02_1_PF_04,6537,Romorantin,LOC,0.9495783,3003,3013
EL010_L_1958_11_041_02_1_PF_04,6537,Général de Gaulle,PER,0.87796855,5010,5027
EL010_L_1958_11_041_02_1_PF_04,6537,Romorantin,LOC,0.9564423,5434,5444
EL010_L_1958_11_041_02_1_PF_04,6537,Loir et Cher,LOC,0.84825575,5522,5534
EL010_L_1958_11_041_02_1_PF_04,6537,Madame Jourdain,PER,0.83577996,5773,5788
EL010_L_1958_11_041_02_1_PF_04,6537,Romorantin,LOC,0.94165826,5872,5882
EL010_L_1958_11_041_02_1_PF_04,6537,Général de Gaulle,PER,0.8515504,6077,6094
EL010_L_1958_11_041_02_1_PF_04,6537,Romorantin,LOC,0.725406,6163,6173
EL010_L_1958_11_041_02_1_PF_04,6537,Romorantin,LOC,0.8152893,6419,6429
EL010_L_1958_11_041_02_1_PF_04,6537,Démocratie Chrétienne,ORG,0.7385307,6470,6491
EL028_L_1962_11_041_02_1_PF_03,5065,RÉPUBLIQUE FRANÇAISE,ORG,0.9799829,2,22
EL028_L_1962_11_041_02_1_PF_03,5065,DÉPARTEMENT DE LOIR ET CHER,ORG,0.91040874,25,52
EL028_L_1962_11_041_02_1_PF_03,5065,ÉLECTIONS LÉ,ORG,0.76983005,80,92
EL028_L_1962_11_041_02_1_PF_03,5065,LATIVES,ORG,0.7247703,95,102
EL028_L_1962_11_041_02_1_PF_03,5065,Romorantin,LOC,0.8310731,442,452
EL028_L_1962_11_041_02_1_PF_03,5065,M. THYRAUD,PER,0.7713377,785,795
EL028_L_1962_11_041_02_1_PF_03,5065,Romorantin,LOC,0.84538245,806,816
EL028_L_1962_11_041_02_1_PF_03,5065,Maurice LECLERT,PER,0.96141934,1060,1075
EL028_L_1962_11_041_02_1_PF_03,5065,Général de Gaulle,PER,0.940576,2115,2132
EL028_L_1962_11_041_02_1_PF_03,5065,U. N. R,ORG,0.74852926,2787,2793
EL028_L_1962_11_041_02_1_PF_03,5065,U. N. R,ORG,0.65869343,2949,2954
EL028_L_1962_11_041_02_1_PF_03,5065,Clamart,LOC,0.9198893,3118,3125
EL028_L_1962_11_041_02_1_PF_03,5065,Romorantin,LOC,0.9096915,3218,3228
EL028_L_1962_11_041_02_1_PF_03,5065,U. N. R,ORG,0.8299318,3299,3305
EL028_L_1962_11_041_02_1_PF_03,5065,Loreux,LOC,0.9501309,3587,3593
EL028_L_1962_11_041_02_1_PF_03,5065,Romorantin,LOC,0.8996195,4816,4826
EL028_L_1962_11_041_02_1_PF_03,5065,Romorantin,LOC,0.8838784,4899,4909
EL028_L_1962_11_041_02_1_PF_03,5065,Loreux,LOC,0.6671172,5025,5031
EL010_L_1958_11_041_01_1_PF_02,12858,Circonscription de Blois,LOC,0.6895011,34,58
EL010_L_1958_11_041_01_1_PF_02,12858,Union des Indépendants et des Paysans,ORG,0.9926305,116,153
EL010_L_1958_11_041_01_1_PF_02,12858,IVe République,ORG,0.6635694,601,615
EL010_L_1958_11_041_01_1_PF_02,12858,Mendès France,PER,0.95712835,3548,3561
EL010_L_1958_11_041_01_1_PF_02,12858,Union pour le Salut et le Renouveau,ORG,0.94370157,3697,3734
EL010_L_1958_11_041_01_1_PF_02,12858,Jacques Soustelle,PER,0.85508204,3763,3780
EL010_L_1958_11_041_01_1_PF_02,12858,Paris,LOC,0.65735877,4188,4193
EL010_L_1958_11_041_01_1_PF_02,12858,M. Guy Mollet,PER,0.81971955,5184,5198
EL010_L_1958_11_041_01_1_PF_02,12858,Bourgès Maunoury,PER,0.86720914,8143,8159
EL010_L_1958_11_041_01_1_PF_02,12858,Loir,LOC,0.87388545,8472,8476
EL010_L_1958_11_041_01_1_PF_02,12858,et,LOC,0.7074998,8477,8479
EL010_L_1958_11_041_01_1_PF_02,12858,Cher,LOC,0.79121524,8480,8484
EL010_L_1958_11_041_01_1_PF_02,12858,Val de Loire,LOC,0.8164765,8944,8956
EL010_L_1958_11_041_01_1_PF_02,12858,M. Pinay,PER,0.92366356,11216,11224
EL010_L_1958_11_041_01_1_PF_02,12858,M. PFLIMLIN,PER,0.83086056,11403,11414
EL010_L_1958_11_041_01_1_PF_02,12858,M. de CHEVIGNE,PER,0.85067236,11586,11600
EL010_L_1958_11_041_01_1_PF_02,12858,Blois,LOC,0.7496848,12853,12858
EL010_L_1958_11_041_01_2_PF_02,1282,REPUBLIQUE FRANÇAISE,ORG,0.9918624,4,24
EL010_L_1958_11_041_01_2_PF_02,1282,Général de Gaulle,PER,0.9452916,406,423
EL010_L_1958_11_041_01_2_PF_02,1282,première circonscription de Blois,LOC,0.85986805,491,524
EL010_L_1958_11_041_01_2_PF_02,1282,Blois,LOC,0.9302902,1130,1135
EL010_L_1958_11_041_01_2_PF_02,1282,André BURLOT,PER,0.9717916,1181,1193
EL010_L_1958_11_041_01_2_PF_02,1282,Marcel BUHLER,PER,0.96656305,1217,1230
EL010_L_1958_11_041_01_2_PF_02,1282,Blois,LOC,0.9659816,1277,1282
EL010_L_1958_11_041_01_1_PF_04,9641,REPUBLIQUE FRANÇAISE,ORG,0.9863738,3,23
EL010_L_1958_11_041_01_1_PF_04,9641,IVe République,ORG,0.8267792,1491,1505
EL010_L_1958_11_041_01_1_PF_04,9641,Général de Gaulle,PER,0.9455001,1543,1560
EL010_L_1958_11_041_01_1_PF_04,9641,Général de Gaulle,PER,0.89414024,2084,2101
EL010_L_1958_11_041_01_1_PF_04,9641,Général de Gaulle,PER,0.93480134,2880,2897
EL010_L_1958_11_041_01_1_PF_04,9641,Constantine,LOC,0.77545977,2900,2911
EL010_L_1958_11_041_01_1_PF_04,9641,Général de Gaulle,PER,0.9093506,4278,4295
EL010_L_1958_11_041_01_1_PF_04,9641,Maison de Pimpeneau,LOC,0.67480624,5401,5420
EL010_L_1958_11_041_01_1_PF_04,9641,Office des Anciens Combattants,ORG,0.7193165,5736,5766
EL010_L_1958_11_041_01_1_PF_04,9641,Blois,LOC,0.9624078,6697,6702
EL010_L_1958_11_041_01_1_PF_04,9641,Région Parisienne,LOC,0.841029,7850,7867
EL010_L_1958_11_041_01_1_PF_04,9641,Blois,LOC,0.9294013,8504,8509
EL010_L_1958_11_041_01_1_PF_04,9641,Blois,LOC,0.6951219,9106,9111
EL010_L_1958_11_041_01_1_PF_04,9641,André BURLOT,PER,0.7381678,9158,9170
EL010_L_1958_11_041_01_1_PF_04,9641,Loir et Cher,LOC,0.7456239,9247,9259
EL010_L_1958_11_041_01_1_PF_04,9641,Union des Républicains,ORG,0.9234951,9397,9419
EL010_L_1958_11_041_01_1_PF_04,9641,Blois,LOC,0.9114802,9636,9641
EL028_L_1962_11_041_01_2_PF_02,3771,RÉPUBLIQUE FRANÇAISE,ORG,0.9912324,4,24
